shift_id,shift,units_per_hour,defect_rate,meets_sla
187,D,31.9,0.162,0
188,C,33.49,0.117,0
189,C,471.81,0.186,1
190,B,318.63,0.431,1
191,B,408.28,0.035,1
192,A,245.19,0.4,0
193,C,363.42,0.39,1
194,A,464.26,0.461,1
195,C,47.11,0.328,0
196,B,154.1,0.39,0
197,C,390.13,0.204,1
198,A,166.04,0.032,0
199,B,215.37,0.299,0
200,B,72.34,0.354,0
201,B,192.24,0.11,0
202,B,309.52,0.359,1
203,C,273.68,0.467,0
204,C,116.09,0.319,0
205,C,107.71,0.409,0
206,A,322.7,0.126,1
207,A,234.86,0.339,0
208,B,260.81,0.431,0
209,C,499.96,0.09,1
210,D,114.98,0.355,0
211,A,131.07,0.126,0
212,A,359.29,0.076,1
213,B,173.61,0.462,0
214,B,242.38,0.298,0
215,A,257.58,0.422,0
216,D,36.14,0.131,0
217,D,477.52,0.408,1
218,B,297.54,0.219,1
219,A,434.21,0.464,1
220,A,345.35,0.302,1
221,A,172.98,0.384,0
222,B,184.17,0.143,0
223,B,488.62,0.335,1
224,B,197.75,0.112,0
225,B,231.67,0.424,0
226,C,283.95,0.282,0
227,A,384.25,0.369,1
228,D,51.45,0.35,0
229,A,317.96,0.411,1
230,D,72.09,0.045,0
231,A,189.55,0.404,0
232,A,391.41,0.402,1
233,A,365.11,0.465,1
234,B,417.82,0.269,1
235,D,83.95,0.044,0
236,C,182.19,0.344,0
237,D,301.12,0.248,1
238,D,280.42,0.215,0
239,D,353.05,0.346,1
240,C,413.9,0.389,1
241,A,249.49,0.118,0
242,B,463.25,0.094,1
243,A,179.13,0.451,0
244,B,349.61,0.436,1
245,D,480.8,0.004,1
246,C,476.43,0.187,1
247,B,427.81,0.063,1
248,D,374.42,0.289,1
249,B,11.31,0.313,0
250,D,381.7,0.044,1
251,D,454.69,0.369,1
252,D,250.05,0.394,0
253,B,146.72,0.152,0
254,B,315.13,0.042,1
255,A,324.93,0.281,1
256,B,15.01,0.224,0
257,D,16.41,0.329,0
258,A,495.19,0.23,1
259,C,264.6,0.257,0
260,B,149.68,0.314,0
261,A,120.39,0.023,0
262,A,161.56,0.143,0
263,C,493.36,0.497,1
264,D,29.99,0.039,0
265,B,83.13,0.399,0
266,C,226.17,0.349,0
267,C,18.73,0.207,0
268,B,335.17,0.323,1
269,C,446.71,0.061,1
270,D,279.49,0.134,0
271,A,278.32,0.152,0
272,B,414.27,0.327,1
273,C,135.86,0.195,0
274,B,394.63,0.445,1
275,A,491.71,0.006,1
276,C,149.27,0.398,0
277,A,71.98,0.492,0
278,C,475.19,0.319,1
279,C,42.07,0.237,0
280,C,160.14,0.467,0
281,B,481.52,0.084,1
282,C,290.14,0.05,1
283,B,199.58,0.475,0
284,B,72.67,0.293,0
285,D,93.85,0.065,0
286,B,165.83,0.332,0
287,C,446.75,0.018,1
288,A,154.62,0.262,0
289,B,200.72,0.145,0
290,D,47.09,0.186,0
291,C,384.04,0.347,1
292,D,52.54,0.461,0
293,D,382.88,0.135,1
294,B,377.98,0.286,1
295,C,459.67,0.074,1
296,A,378.78,0.042,1
297,A,88.5,0.192,0
298,A,258.74,0.163,0
299,B,181.21,0.012,0
300,B,56.82,0.348,0
301,D,182.27,0.404,0
302,A,258.38,0.492,0
303,D,84.57,0.276,0
304,B,446.38,0.019,1
305,D,471.06,0.09,1
306,D,371.3,0.437,1
307,A,419.84,0.236,1
308,B,184.82,0.25,0
309,C,210.63,0.369,0
310,B,346.06,0.373,1
311,C,342.15,0.082,1
312,D,19.89,0.345,0
313,D,191.99,0.232,0
314,B,385.8,0.433,1
315,A,215.32,0.46,0
316,C,490.48,0.15,1
317,C,407.23,0.314,1
318,D,162.45,0.233,0
319,A,63.89,0.167,0
320,C,343.98,0.135,1
321,A,446.82,0.389,1
322,A,17.38,0.179,0
323,C,29.91,0.113,0
324,C,438.56,0.154,1
325,A,11.51,0.063,0
326,B,335.78,0.346,1
327,C,323.8,0.413,1
328,A,181.9,0.331,0
329,A,292.3,0.409,1
330,B,413.67,0.373,1
331,A,98.51,0.174,0
332,C,409.98,0.436,1
333,A,168.27,0.431,0
334,D,114.53,0.407,0
335,A,223.31,0.053,0
336,D,290.02,0.441,1
337,D,374.82,0.003,1
338,B,372.42,0.433,1
339,D,67.95,0.401,0
340,A,372.33,0.354,1
341,A,100.37,0.455,0
342,B,13.37,0.279,0
343,C,54.56,0.072,0
344,A,78.29,0.35,0
345,C,496.28,0.232,1
346,C,103.12,0.165,0
347,A,495.45,0.412,1
348,A,231.7,0.354,0
349,C,297.19,0.38,1
350,B,433.81,0.326,1
351,D,29.58,0.344,0
352,D,441.39,0.112,1
353,C,79.22,0.198,0
354,D,327.92,0.436,1
355,B,147.8,0.16,0
356,A,220.91,0.158,0
357,C,204.12,0.445,0
358,D,183.96,0.277,0
359,C,349.47,0.352,1
360,D,54.99,0.479,0
361,A,168.9,0.306,0
362,D,68.6,0.497,0
363,D,422.88,0.357,1
364,A,333.02,0.37,1
365,B,197.28,0.437,0
366,B,457.18,0.448,1
367,A,373.88,0.171,1
368,B,167.54,0.478,0
369,C,480.18,0.246,1
370,C,336.99,0.167,1
371,D,464.14,0.407,1
372,B,338.85,0.067,1
373,D,297.91,0.133,1
374,A,10.2,0.179,0
375,C,160.48,0.388,0
376,A,306.86,0.174,1
377,B,484.96,0.036,1
378,B,445.46,0.148,1
379,C,425.77,0.247,1
380,B,251.06,0.037,0
381,A,498.96,0.379,1
382,D,16.07,0.223,0
383,B,373.3,0.193,1
384,B,291.91,0.361,1
385,D,147.61,0.335,0
386,D,174.92,0.09,0
387,A,431.72,0.064,1
388,C,334.34,0.395,1
389,C,467.39,0.117,1
390,B,167.24,0.463,0
391,B,179.08,0.276,0
392,A,258.19,0.295,0
393,A,273.64,0.283,0
394,C,154.15,0.171,0
395,D,136.01,0.368,0
396,B,290.05,0.183,1
397,D,126.19,0.461,0
398,B,305.04,0.379,1
399,C,92.42,0.171,0
400,D,19.34,0.122,0
401,A,489.24,0.055,1
402,A,27.99,0.14,0
403,D,359.57,0.225,1
404,C,35.79,0.021,0
405,A,55.25,0.137,0
406,A,95.24,0.11,0
407,C,337.18,0.381,1
408,D,302.28,0.354,1
409,B,405.55,0.438,1
410,B,152.42,0.092,0
411,A,212.87,0.244,0
412,D,118.76,0.162,0
413,B,84.71,0.475,0
414,A,391.85,0.052,1
415,D,402.36,0.372,1
416,B,197.99,0.242,0
417,C,82.37,0.199,0
418,A,454.27,0.215,1
419,A,368.26,0.178,1
420,A,122.15,0.493,0
421,C,413.18,0.289,1
422,C,52.77,0.406,0
423,B,81.22,0.063,0
424,C,425.32,0.06,1
425,D,355.13,0.417,1
426,A,40.47,0.114,0
427,A,295.17,0.228,1
428,B,364.82,0.348,1
429,B,290.91,0.487,1
430,C,174.13,0.436,0
431,C,55.67,0.305,0
432,B,483.41,0.249,1
433,A,369.06,0.198,1
434,B,88.08,0.292,0
435,B,371.53,0.22,1
436,A,313.68,0.418,1
437,A,219.59,0.137,0
438,B,49.38,0.395,0
439,D,490.56,0.103,1
440,C,488.43,0.161,1
441,A,312.51,0.494,1
442,B,442.83,0.24,1
443,A,336.43,0.292,1
444,B,437.84,0.347,1
445,A,90.87,0.131,0
446,D,232.24,0.065,0
447,A,151.71,0.268,0
448,B,175.1,0.439,0
449,D,127.02,0.036,0
450,D,325.9,0.116,1
451,A,346.97,0.437,1
452,D,291.48,0.097,1
453,C,241.64,0.46,0
454,C,396.98,0.066,1
455,C,125.64,0.212,0
456,C,21.98,0.293,0
457,D,318.61,0.285,1
458,B,209.8,0.473,0
459,A,113.28,0.341,0
460,B,258.51,0.286,0
461,D,69.4,0.128,0
462,A,200.4,0.062,0
463,D,471.63,0.153,1
464,A,192.94,0.483,0
465,B,458.76,0.412,1
466,D,210.54,0.188,0
467,B,268.76,0.21,0
468,A,43.71,0.147,0
469,D,23.73,0.168,0
470,D,105.61,0.121,0
471,D,487.87,0.285,1
472,A,414.93,0.49,1
473,B,447.06,0.381,1
474,C,228.42,0.293,0
475,C,165.6,0.051,0
476,C,240.59,0.288,0
477,D,166.01,0.025,0
478,A,229.27,0.189,0
479,B,50.97,0.28,0
480,C,345.52,0.264,1
481,B,371.57,0.337,1
482,B,437.7,0.1,1
483,D,359.6,0.449,1
484,A,141.56,0.165,0
485,D,342.46,0.324,1
486,A,111.02,0.254,0
487,C,232.56,0.34,0
488,D,189.32,0.202,0
489,A,490.42,0.428,1
490,D,21.24,0.097,0
491,C,263.58,0.115,0
492,A,196.48,0.127,0
493,C,170.91,0.267,0
494,D,263.11,0.051,0
495,B,183.98,0.051,0
496,C,470.56,0.45,1
497,D,10.25,0.405,0
498,D,461.97,0.232,1
499,A,392.9,0.186,1
500,A,242.75,0.028,0
